                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    137,                 1.1711,                 0.9773,                 1.3573,                0.54355,                0.59082,                0.57684,                0.31619,                 1.6215,                 1.3947,                 1.6359,             0.00047407,             0.00047407,             0.00047407
                    138,                 1.1749,                0.98163,                 1.3597,                0.59406,                0.57365,                0.56617,                0.31831,                 1.5591,                 1.4446,                 1.6063,               0.000467,               0.000467,               0.000467
                    139,                 1.1692,                0.97757,                 1.3549,                0.61747,                0.56448,                0.58003,                0.32578,                 1.5541,                 1.3715,                  1.605,             0.00045992,             0.00045992,             0.00045992
                    140,                 1.1773,                0.97324,                  1.358,                0.57178,                0.56805,                0.56346,                0.31091,                  1.595,                 1.3526,                 1.6313,             0.00045285,             0.00045285,             0.00045285
                    141,                 1.1682,                0.95781,                 1.3513,                0.54215,                0.64376,                0.55793,                0.30167,                 1.5918,                 1.3853,                 1.6359,             0.00044578,             0.00044578,             0.00044578
                    142,                 1.1597,                0.96508,                 1.3481,                0.54673,                 0.5705,                0.54777,                0.28838,                 1.6743,                 1.4239,                 1.6903,              0.0004387,              0.0004387,              0.0004387
                    143,                 1.1528,                0.95208,                  1.337,                 0.5029,                0.64746,                0.55397,                 0.2962,                 1.6677,                 1.4172,                 1.6923,             0.00043163,             0.00043163,             0.00043163
                    144,                 1.1486,                0.94307,                 1.3376,                0.55263,                0.55305,                0.54949,                0.28971,                 1.7243,                 1.4666,                 1.7494,             0.00042456,             0.00042456,             0.00042456
                    145,                 1.1453,                0.95027,                 1.3354,                0.57764,                0.63037,                0.56545,                0.31124,                 1.5649,                 1.4059,                 1.6225,             0.00041748,             0.00041748,             0.00041748
                    146,                  1.148,                0.93618,                 1.3341,                0.53606,                0.64971,                0.57787,                0.31043,                 1.6174,                 1.4132,                 1.6625,             0.00041041,             0.00041041,             0.00041041
                    147,                 1.1612,                0.94738,                 1.3549,                 0.5686,                0.58299,                0.57191,                0.31649,                 1.5865,                 1.4692,                 1.6387,             0.00040334,             0.00040334,             0.00040334
                    148,                 1.1377,                0.93187,                 1.3333,                 0.5419,                0.57818,                0.56848,                0.30727,                 1.5831,                   1.41,                 1.6522,             0.00039626,             0.00039626,             0.00039626
                    149,                 1.1523,                0.96188,                 1.3418,                0.53003,                0.57314,                0.52668,                 0.2659,                 1.7575,                 1.5263,                 1.7967,             0.00038919,             0.00038919,             0.00038919
                    150,                 1.1368,                0.91202,                 1.3318,                 0.5716,                0.59211,                0.58971,                0.32489,                 1.6199,                 1.3343,                 1.6649,             0.00038211,             0.00038211,             0.00038211
                    151,                 1.1433,                0.92157,                 1.3369,                0.55729,                0.57053,                 0.5581,                0.30761,                 1.5781,                 1.3836,                 1.6077,             0.00037504,             0.00037504,             0.00037504
                    152,                 1.1483,                0.92668,                  1.333,                0.51337,                0.63845,                0.55834,                0.30142,                 1.6078,                  1.421,                 1.6643,             0.00036797,             0.00036797,             0.00036797
                    153,                 1.1276,                0.91281,                 1.3268,                0.55439,                0.56034,                0.52697,                 0.2893,                 1.6055,                 1.5179,                 1.6539,             0.00036089,             0.00036089,             0.00036089
                    154,                 1.1117,                0.89587,                 1.3153,                0.51677,                0.60924,                 0.5706,                0.31991,                 1.5734,                 1.3836,                 1.6257,             0.00035382,             0.00035382,             0.00035382
                    155,                  1.115,                0.90939,                 1.3148,                 0.5445,                0.66107,                0.59959,                0.32994,                 1.5948,                 1.3648,                   1.65,             0.00034675,             0.00034675,             0.00034675
                    156,                 1.1112,                0.89478,                 1.3163,                0.54082,                0.56795,                0.55908,                0.30587,                 1.6196,                 1.4307,                 1.6571,             0.00033967,             0.00033967,             0.00033967
                    157,                 1.1122,                0.89562,                 1.3162,                0.53671,                0.62649,                0.58138,                0.32018,                 1.5833,                 1.3909,                 1.6323,              0.0003326,              0.0003326,              0.0003326
                    158,                 1.0987,                0.88671,                  1.302,                0.53805,                 0.6234,                0.57851,                 0.3213,                 1.5683,                 1.3661,                 1.6185,             0.00032553,             0.00032553,             0.00032553
                    159,                 1.1168,                0.91701,                 1.3168,                0.62829,                0.54716,                0.58618,                0.32314,                 1.5995,                 1.3811,                 1.6526,             0.00031845,             0.00031845,             0.00031845
                    160,                 1.1001,                0.88466,                 1.3038,                0.52257,                0.62458,                0.57152,                0.31733,                 1.5906,                 1.4062,                 1.6279,             0.00031138,             0.00031138,             0.00031138
                    161,                 1.1113,                0.88971,                 1.3131,                0.63798,                0.53311,                0.56905,                0.31555,                 1.5795,                 1.3961,                 1.6272,             0.00030431,             0.00030431,             0.00030431
                    162,                 1.0899,                0.86837,                 1.3014,                0.60047,                0.54922,                0.57195,                0.31978,                 1.5545,                 1.4765,                 1.6037,             0.00029723,             0.00029723,             0.00029723
                    163,                 1.1069,                0.87871,                 1.3038,                0.54964,                 0.6236,                0.58264,                0.32046,                 1.5943,                  1.474,                  1.654,             0.00029016,             0.00029016,             0.00029016
                    164,                  1.074,                0.84478,                  1.291,                0.57544,                0.61374,                0.57726,                0.32604,                 1.5535,                 1.4486,                 1.6206,             0.00028308,             0.00028308,             0.00028308
                    165,                 1.0979,                0.88449,                 1.3092,                0.58106,                0.58165,                0.56854,                0.31356,                 1.5996,                 1.4151,                   1.64,             0.00027601,             0.00027601,             0.00027601
                    166,                 1.0877,                0.87843,                 1.2934,                0.60151,                0.57201,                0.58652,                0.32436,                 1.6037,                 1.4255,                 1.6632,             0.00026894,             0.00026894,             0.00026894
                    167,                 1.0878,                0.85824,                 1.2998,                0.59149,                0.59302,                0.58699,                0.33142,                 1.5881,                 1.3733,                 1.6458,             0.00026186,             0.00026186,             0.00026186
                    168,                 1.0815,                0.85973,                 1.2946,                0.57591,                 0.6067,                0.59936,                0.33005,                  1.573,                 1.3474,                  1.624,             0.00025479,             0.00025479,             0.00025479
                    169,                 1.0753,                0.85226,                 1.2893,                0.63725,                0.52264,                0.56789,                0.31246,                 1.6037,                 1.4456,                 1.6587,             0.00024772,             0.00024772,             0.00024772
                    170,                 1.0684,                0.85196,                 1.2875,                0.54446,                0.60543,                0.58016,                0.31917,                  1.602,                 1.4263,                 1.6509,             0.00024064,             0.00024064,             0.00024064
                    171,                 1.0776,                 0.8522,                 1.2919,                0.48987,                0.63465,                0.56115,                0.31312,                 1.5977,                  1.472,                 1.6467,             0.00023357,             0.00023357,             0.00023357
                    172,                 1.0578,                0.83359,                 1.2812,                0.58358,                 0.5966,                0.57504,                0.31627,                 1.6077,                 1.4133,                 1.6608,              0.0002265,              0.0002265,              0.0002265
                    173,                  1.077,                0.85242,                 1.2911,                0.60546,                0.56915,                0.55396,                0.30453,                 1.5613,                 1.5004,                 1.6448,             0.00021942,             0.00021942,             0.00021942
                    174,                 1.0624,                0.85352,                 1.2871,                0.56583,                0.62315,                0.58034,                0.32719,                 1.5498,                 1.4091,                 1.6104,             0.00021235,             0.00021235,             0.00021235
                    175,                 1.0562,                0.82652,                 1.2741,                0.55683,                0.60642,                0.57222,                0.31991,                 1.5437,                 1.4262,                 1.6307,             0.00020528,             0.00020528,             0.00020528
                    176,                 1.0475,                0.81635,                 1.2718,                0.56136,                0.63587,                0.59283,                 0.3256,                 1.5698,                 1.3974,                 1.6256,              0.0001982,              0.0001982,              0.0001982
                    177,                 1.0513,                 0.8159,                 1.2747,                0.61228,                0.56689,                0.60154,                0.32823,                 1.5889,                 1.4138,                  1.649,             0.00019113,             0.00019113,             0.00019113
                    178,                 1.0603,                0.83407,                 1.2799,                0.61499,                0.54888,                 0.5942,                0.33042,                 1.5767,                 1.3928,                 1.6188,             0.00018406,             0.00018406,             0.00018406
                    179,                 1.0561,                0.82997,                 1.2742,                0.61669,                0.56808,                0.58546,                0.32238,                 1.6061,                 1.4351,                  1.651,             0.00017698,             0.00017698,             0.00017698
                    180,                 1.0631,                 0.8397,                 1.2874,                0.54527,                0.60157,                0.57988,                0.32007,                 1.5912,                 1.4302,                 1.6342,             0.00016991,             0.00016991,             0.00016991
                    181,                 1.0437,                0.81412,                 1.2691,                0.61897,                0.55695,                0.57342,                0.30933,                 1.6193,                 1.4508,                 1.6748,             0.00016283,             0.00016283,             0.00016283
                    182,                 1.0456,                0.79936,                 1.2643,                0.53964,                0.60078,                0.55996,                0.30994,                 1.6107,                 1.4504,                 1.6635,             0.00015576,             0.00015576,             0.00015576
                    183,                 1.0475,                0.81943,                 1.2709,                0.54166,                0.61269,                0.58465,                0.31979,                 1.6022,                 1.4569,                 1.6614,             0.00014869,             0.00014869,             0.00014869
                    184,                 1.0453,                0.81696,                 1.2698,                0.60036,                0.57757,                0.58038,                0.31527,                 1.6125,                 1.4558,                 1.6768,             0.00014161,             0.00014161,             0.00014161
                    185,                 1.0405,                0.80746,                  1.263,                0.59599,                0.54622,                0.56278,                0.31005,                 1.5813,                 1.4603,                 1.6489,             0.00013454,             0.00013454,             0.00013454
                    186,                 1.0339,                0.79811,                 1.2576,                0.60465,                0.54497,                0.56551,                  0.307,                 1.6011,                 1.4866,                 1.6649,             0.00012747,             0.00012747,             0.00012747
                    187,                 1.0342,                0.78859,                 1.2558,                0.55213,                0.61275,                0.56596,                0.31186,                 1.5986,                 1.4715,                 1.6655,             0.00012039,             0.00012039,             0.00012039
                    188,                 1.0371,                0.80541,                 1.2636,                0.52543,                0.64436,                0.56067,                0.31002,                 1.5991,                 1.4441,                 1.6507,             0.00011332,             0.00011332,             0.00011332
                    189,                  1.027,                0.80144,                 1.2603,                0.58298,                0.59867,                0.58644,                0.32566,                 1.5781,                 1.4161,                 1.6587,             0.00010625,             0.00010625,             0.00010625
                    190,                 1.0131,                0.78347,                 1.2449,                0.57696,                0.59468,                0.57329,                0.30984,                 1.6207,                 1.4734,                 1.6851,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                 1.0007,                0.63451,                 1.1879,                0.53497,                0.52468,                0.54755,                 0.2767,                 1.6951,                 1.5697,                 1.7555,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.90994,                0.51685,                 1.1329,                0.55664,                0.62545,                0.57691,                0.31732,                 1.5839,                 1.4742,                 1.6484,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.86981,                0.48289,                 1.1117,                0.56804,                0.58247,                0.59203,                 0.3295,                 1.5605,                 1.4876,                 1.6511,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.85464,                0.47132,                 1.0982,                0.60301,                0.59924,                0.59133,                0.33422,                  1.564,                 1.4147,                 1.6555,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.86444,                0.47052,                 1.1041,                0.56012,                0.61681,                0.58814,                0.32931,                 1.5683,                 1.4372,                 1.6546,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.85438,                0.45602,                 1.0991,                 0.6014,                0.61811,                0.60974,                0.33967,                 1.5561,                 1.3799,                 1.6338,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.83619,                0.45506,                  1.094,                 0.5703,                0.63065,                0.59628,                0.32664,                 1.5996,                  1.415,                 1.6811,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.83201,                0.44971,                 1.0906,                0.58964,                0.62558,                0.60049,                0.33343,                 1.5892,                 1.4015,                 1.6667,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.83653,                0.44949,                 1.0871,                0.59645,                0.60216,                0.59831,                0.33392,                 1.5829,                 1.4073,                 1.6584,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.83224,                0.44436,                 1.0853,                0.59621,                0.61709,                0.60069,                0.33439,                 1.5868,                 1.4053,                 1.6771,             2.8437e-05,             2.8437e-05,             2.8437e-05
